"","id1","id2"
"2",2,107
"3",2,499
"4",2,1004
"5",2,1005
"6",2,1006
"7",2,1007
"8",2,1008
"9",2,1092
"10",2,1145
"11",2,1147
"12",2,1166
"13",2,4050
"14",2,4051
"15",2,4052
"16",2,4053
"17",2,4054
"18",2,4058
"19",2,4060
"20",2,4061
"21",2,5404
"22",2,5405
"23",2,5406
"24",2,5407
"25",2,5408
"26",2,5409
"27",2,5410
"28",2,5411
"29",2,5513
"30",2,5514
"31",2,10030
"32",2,10031
"33",2,10032
"34",2,12202
"35",2,13228
"36",107,30
"37",107,68
"38",107,147
"39",107,367
"40",107,440
"41",107,625
"42",107,651
"43",107,688
"44",107,697
"45",107,845
"46",107,904
"47",107,926
"48",107,979
"49",107,1135
"50",107,1219
"51",107,1471
"52",107,1472
"53",107,1473
"54",107,1474
"55",107,1475
"56",107,1476
"57",107,1477
"58",107,1478
"59",107,1479
"60",107,1603
"61",107,2553
"62",107,2554
"63",107,2557
"64",107,3306
"65",107,3307
"66",107,3308
"67",107,3309
"68",107,3310
"69",107,3311
"70",107,3312
"71",107,5088
"72",107,5089
"73",107,5326
"74",107,5547
"75",107,5548
"76",107,5549
"77",107,5550
"78",107,5551
"79",107,5552
"80",107,5553
"81",107,6172
"82",107,10374
"83",107,11440
"84",107,11441
"85",107,11442
"86",107,11443
"87",107,11444
"88",107,11445
"89",107,11446
"90",107,11447
"91",107,11448
"92",107,11449
"93",107,11647
"94",107,11648
"95",107,11649
"96",107,11650
"97",107,11651
"98",107,11652
"99",107,11669
"100",107,11670
"101",107,11671
"102",107,11672
"103",107,11673
"104",107,12964
"105",107,12965
"106",107,12966
"107",107,12967
"108",107,12968
"109",107,12969
"110",107,15848
"111",107,15849
"112",107,15850
"113",107,15851
"114",107,15852
"115",107,15853
"116",107,15854
"117",107,15855
"118",107,15856
"119",107,15857
"120",107,15858
"121",107,15859
"122",499,2
"123",499,328
"124",499,473
"125",499,625
"126",499,1219
"127",499,1597
"128",499,2893
"129",499,2894
"130",499,2895
"131",499,3950
"132",499,3951
"133",499,3952
"134",499,5031
"135",499,5354
"136",499,5355
"137",499,5356
"138",499,5357
"139",499,12123
"140",499,13119
"141",499,21385
"142",499,21386
"143",499,21387
"144",499,21388
"145",499,21389
"146",499,21390
"147",499,21391
"148",499,21392
"149",499,21393
"150",499,21394
"151",499,21395
"152",499,21396
"153",499,21397
"154",499,21398
"155",499,21399
"156",499,21400
"157",499,21401
"158",499,21402
"159",499,21403
"160",499,21404
"161",499,21405
"162",1008,13193
"163",4054,4055
"164",5406,1529
"165",5406,5818
"166",5406,6602
"167",5406,6774
"168",5406,6972
"169",5406,7089
"170",5406,16661
"171",5406,16662
"172",5406,16663
"173",5406,16664
"174",5406,16665
"175",5406,16666
"176",5406,16667
"177",5406,16668
"178",10030,10029
"179",10030,40149
"180",10030,43045
"181",10030,43058
"182",10031,10033
"183",10031,40195
"184",10031,40208
"185",10031,43131
"186",10031,43132
"187",10031,43133
"188",10031,43135
"189",10031,55010
"190",10031,60122
"191",10031,60130
"192",10032,40224
"193",10032,40225
"194",10032,43199
"195",10032,43200
"196",12202,9636
"197",12202,9637
"198",12202,9638
"199",12202,9639
"200",12202,9640
"201",12202,9641
"202",12202,9642
"203",12202,9643
"204",12202,9644
"205",12202,9645
"206",12202,9646
"207",30,23
"208",30,57
"209",30,58
"210",30,107
"211",30,109
"212",30,250
"213",30,321
"214",30,354
"215",30,502
"216",30,556
"217",30,563
"218",30,625
"219",30,1073
"220",30,1151
"221",30,1179
"222",30,1184
"223",30,1219
"224",30,1592
"225",30,1593
"226",30,1594
"227",30,1595
"228",30,1596
"229",30,1597
"230",30,1598
"231",30,1599
"232",30,1600
"233",30,1601
"234",30,1602
"235",30,1603
"236",30,1646
"237",30,4301
"238",30,4367
"239",30,4474
"240",30,4475
"241",30,5476
"242",30,5533
"243",30,5534
"244",30,5535
"245",30,10264
"246",30,10342
"247",30,10343
"248",30,10344
"249",30,10345
"250",30,10346
"251",30,10347
"252",30,10368
"253",30,10369
"254",30,10370
"255",30,10371
"256",30,10372
"257",30,10373
"258",30,10374
"259",30,10375
"260",30,10376
"261",30,10377
"262",30,10379
"263",30,10380
"264",30,10381
"265",30,10382
"266",30,10483
"267",30,10484
"268",30,10485
"269",30,10486
"270",30,10487
"271",30,10488
"272",30,10489
"273",30,10490
"274",30,10491
"275",30,10492
"276",30,10493
"277",30,12420
"278",30,12421
"279",30,12423
"280",30,13257
"281",30,13258
"282",30,13259
"283",30,13260
"284",68,40
"285",68,43
"286",68,49
"287",68,50
"288",68,78
"289",68,107
"290",68,272
"291",68,372
"292",68,373
"293",68,1024
"294",68,1030
"295",68,1089
"296",68,1090
"297",68,1091
"298",68,1092
"299",68,1093
"300",68,1119
"301",68,1162
"302",68,1294
"303",68,1311
"304",68,1312
"305",68,1313
"306",68,1314
"307",68,1519
"308",68,1520
"309",68,1521
"310",68,1522
"311",68,1523
"312",68,1524
"313",68,1525
"314",68,1527
"315",68,1530
"316",68,1531
"317",68,1532
"318",68,1533
"319",68,1534
"320",68,1535
"321",68,1536
"322",68,1537
"323",68,1538
"324",68,1539
"325",68,1540
"326",68,1541
"327",68,1542
"328",68,1543
"329",68,1544
"330",68,1545
"331",68,1546
"332",68,3027
"333",68,4210
"334",68,4462
"335",68,4463
"336",68,4464
"337",68,5391
"338",68,5525
"339",68,5526
"340",68,5527
"341",68,7160
"342",68,10078
"343",68,10301
"344",68,10302
"345",68,10309
"346",68,10985
"347",68,10986
"348",68,10987
"349",68,10988
"350",68,10989
"351",68,10990
"352",68,10991
"353",68,10992
"354",68,10993
"355",68,10994
"356",68,10995
"357",68,10996
"358",68,10997
"359",68,10998
"360",68,10999
"361",68,11000
"362",68,11001
"363",68,12413
"364",68,12414
"365",68,12415
"366",68,13239
"367",68,20450
"368",147,15
"369",147,16
"370",147,40
"371",147,53
"372",147,77
"373",147,120
"374",147,202
"375",147,236
"376",147,258
"377",147,283
"378",147,337
"379",147,388
"380",147,393
"381",147,595
"382",147,618
"383",147,631
"384",147,637
"385",147,776
"386",147,876
"387",147,991
"388",147,1281
"389",147,1683
"390",147,1684
"391",147,1685
"392",147,2675
"393",147,2676
"394",147,2677
"395",147,2678
"396",147,2679
"397",147,10025
"398",147,10045
"399",147,10063
"400",147,11200
"401",147,11201
"402",147,11202
"403",147,11203
"404",147,11205
"405",147,11206
"406",147,11207
"407",147,11208
"408",147,11209
"409",147,11210
"410",147,11211
"411",147,11212
"412",147,11213
"413",147,11214
"414",147,11215
"415",147,11216
"416",147,11217
"417",147,11927
"418",147,11928
"419",147,11929
"420",147,11930
"421",147,11931
"422",147,11932
"423",147,11933
"424",147,11934
"425",147,11935
"426",147,11936
"427",147,11937
"428",147,11938
"429",147,11939
"430",367,107
"431",367,360
"432",367,361
"433",367,696
"434",367,979
"435",367,1953
"436",367,2569
"437",367,5323
"438",367,5324
"439",367,5325
"440",367,5326
"441",367,13419
"442",367,13420
"443",367,13421
"444",367,13422
"445",367,13423
"446",367,13424
"447",367,13425
"448",367,13426
"449",367,13427
"450",367,13428
"451",367,13429
"452",367,13430
"453",367,13431
"454",440,30
"455",440,107
"456",440,367
"457",440,625
"458",440,845
"459",440,1041
"460",440,1135
"461",440,1602
"462",440,1953
"463",440,2549
"464",440,2550
"465",440,2551
"466",440,2553
"467",440,2554
"468",440,2555
"469",440,2556
"470",440,2557
"471",440,2785
"472",440,2786
"473",440,2787
"474",440,2788
"475",440,3308
"476",440,4308
"477",440,4818
"478",440,4819
"479",440,4820
"480",440,4821
"481",440,4822
"482",440,10374
"483",440,11101
"484",440,11102
"485",440,11103
"486",440,12723
"487",440,12724
"488",440,12725
"489",440,12726
"490",440,12727
"491",440,12728
"492",440,12729
"493",440,12730
"494",440,12731
"495",440,12732
"496",440,12733
"497",440,12734
"498",625,626
"499",625,629
"500",651,3185
"501",651,3186
"502",688,3257
"503",697,3259
"504",697,3260
"505",697,3261
"506",1135,354
"507",1135,370
"508",1135,4836
"509",1135,4837
"510",1603,107
"511",1603,2348
"512",1603,2349
"513",1603,2350
"514",1603,15845
"515",1603,15846
"516",1603,15847
"517",5326,4107
"518",5326,6068
"519",5326,6438
"520",5326,6795
"521",5326,25754
"522",5326,25755
"523",5326,25756
"524",5326,25757
"525",5326,25758
"526",5326,25759
"527",5326,25760
"528",5326,25761
"529",5326,25762
"530",5326,25763
"531",5326,25764
"532",5326,25765
"533",5326,25766
"534",5326,25767
"535",5326,25768
"536",5326,25769
"537",5326,25770
"538",5326,25771
"539",11441,3905
"540",11441,27082
"541",11441,27083
"542",11441,27084
"543",11441,27085
"544",11441,27086
"545",11441,27087
"546",11441,27088
"547",11443,2234
"548",11443,2235
"549",11443,4545
"550",11443,4546
"551",11443,4547
"552",11443,4548
"553",11443,14968
"554",11443,14969
"555",11443,14970
"556",11443,14971
"557",11443,14972
"558",11443,14973
"559",11443,14974
"560",11444,5440
"561",11444,5441
"562",11444,5442
"563",11444,5443
"564",11444,5916
"565",11444,17285
"566",11444,17286
"567",11444,17287
"568",11444,17288
"569",11444,17289
"570",11444,17290
"571",11444,17291
"572",11444,17292
"573",11444,17293
"574",11444,17294
"575",11444,17295
"576",11444,17296
"577",11444,17297
"578",11444,17298
"579",11444,17299
"580",11444,17300
"581",11444,17301
"582",11444,17302
"583",11444,17303
"584",11444,17304
"585",11444,17305
"586",11444,17306
"587",11444,17307
"588",11444,17308
"589",11444,17309
"590",11444,17310
"591",11445,11449
"592",11447,6460
"593",11447,19034
"594",11447,19035
"595",11447,19036
"596",11447,19037
"597",11447,19038
"598",11447,19039
"599",11447,19040
"600",11447,19041
"601",11447,19042
"602",11647,4396
"603",11647,4577
"604",11647,4578
"605",11647,5065
"606",11647,5416
"607",11647,15767
"608",11647,15768
"609",11647,15769
"610",11647,15770
"611",11647,15771
"612",11647,15772
"613",11647,15773
"614",11647,15774
"615",11647,15775
"616",11647,15776
"617",11647,15777
"618",11647,15778
"619",11647,15779
"620",11647,15780
"621",11647,15781
"622",11647,15782
"623",11647,15783
"624",11673,1932
"625",11673,5080
"626",11673,13289
"627",11673,13290
"628",11673,13291
"629",11673,13292
"630",11673,13293
"631",11673,13294
"632",2,107
"633",2,499
"634",2,1004
"635",2,1005
"636",2,1006
"637",2,1007
"638",2,1008
"639",2,1092
"640",2,1145
"641",2,1147
"642",2,1166
"643",2,4050
"644",2,4051
"645",2,4052
"646",2,4053
"647",2,4054
"648",2,4058
"649",2,4060
"650",2,4061
"651",2,5404
"652",2,5405
"653",2,5406
"654",2,5407
"655",2,5408
"656",2,5409
"657",2,5410
"658",2,5411
"659",2,5513
"660",2,5514
"661",2,10030
"662",2,10031
"663",2,10032
"664",2,12202
"665",2,13228
"666",328,2432
"667",328,2433
"668",328,2434
"669",328,2435
"670",328,13089
"671",328,13090
"672",328,13091
"673",328,13092
"674",328,13093
"675",328,13094
"676",328,13095
"677",328,13096
"678",328,13097
"679",473,29
"680",473,99
"681",473,328
"682",473,499
"683",473,2302
"684",473,2853
"685",473,4185
"686",473,4939
"687",473,7065
"688",473,15441
"689",473,15442
"690",473,15443
"691",473,15444
"692",473,15445
"693",473,15446
"694",473,15447
"695",473,15448
"696",473,15449
"697",473,15450
"698",473,15451
"699",473,15452
"700",473,15453
"701",625,626
"702",625,629
"703",3952,521
"704",3952,3754
"705",3952,3755
"706",3952,4016
"707",3952,5593
"708",3952,6446
"709",3952,25835
"710",3952,25836
"711",3952,25837
"712",5354,24
"713",5354,424
"714",5354,448
"715",5354,21547
"716",5354,21548
"717",5354,21549
"718",5354,21550
"719",5354,21551
"720",5354,21552
"721",5354,21553
"722",5354,21554
"723",5354,21555
"724",5356,8886
"725",5356,8887
"726",5356,8888
"727",5356,8889
"728",5356,8890
"729",5356,8891
"730",5356,8892
"731",10029,10030
"732",10029,40141
"733",10029,40142
"734",10029,43044
"735",10029,43045
"736",10029,43046
"737",10029,43049
"738",10029,43055
"739",10029,43056
"740",10029,60042
"741",10029,60055
"742",10029,60084
"743",10029,60102
"744",10029,60103
"745",10029,60133
"746",10029,60134
"747",10033,10031
"748",10033,10040
"749",10033,10104
"750",10033,40203
"751",10033,55004
"752",10033,60024
"753",10033,60032
"754",10033,60107
"755",10033,60118
"756",10033,60122
